Brand,Shoename,Category,No.Of_colors,Price
Nike,Precision 6,Unisex,11.0,5 695.00
Nike,Precision 6,Unisex,11.0,5 695.00
Nike,Precision 6,Unisex,11.0,5 695.00
Nike,Precision 6,Unisex,11.0,5 407.00
Nike,Precision 6,Unisex,11.0,5 695.00
Nike,Precision 6,Unisex,11.0,5 695.00
Nike,JA 1 'Wet Cement' EP,Unisex,2.0,10 795.00
Nike,Precision 6 FlyEase,Unisex,3.0,5 407.00
Nike,Precision 6 FlyEase,Unisex,3.0,5 695.00
Nike,LeBron Witness 7 EP,Unisex,6.0,8 257.00
Nike,LeBron Witness 7 EP,Unisex,6.0,7 387.00
Nike,LeBron Witness 7 EP,Unisex,6.0,6 087.00
Nike,LeBron Witness 7 EP,Unisex,6.0,6 087.00
Nike,LeBron Witness 7 EP,Unisex,6.0,8 695.00
Nike,Mercurial Vapor 15 Academy,Unisex,2.0,7 995.00
Nike,Mercurial Superfly 9 Club,Unisex,2.0,5 995.00
Nike,Phantom GX Club,Unisex,3.0,5 217.00
Nike,Phantom GX Club,Unisex,3.0,5 217.00
Nike,Tiempo Legend 10 Academy,Unisex,3.0,7 495.00
Nike,Tiempo Legend 10 Academy,Unisex,3.0,7 495.00
Nike,Mercurial Vapor 15 Club,Unisex,2.0,4 747.00
Nike,Tiempo Legend 10 Club,Unisex,2.0,4 995.00
Nike,Phantom GX Academy,Unisex,2.0,7 995.00
Nike,Mercurial Superfly 9 Club,Unisex,4.0,5 995.00
Nike,Mercurial Superfly 9 Club,Unisex,4.0,5 995.00
Nike,Mercurial Superfly 9 Club,Unisex,4.0,5 995.00
Nike,Premier 3,Unisex,2.0,9 995.00
Nike,Mercurial Vapor 15 Elite,Unisex,4.0,21 995.00
Nike,Mercurial Vapor 15 Elite,Unisex,4.0,21 995.00
Nike,Mercurial Vapor 15 Elite,Unisex,4.0,21 995.00
Nike,React Gato,Unisex,2.0,11 995.00
Nike,Phantom GX Elite,Unisex,2.0,21 995.00
Nike,Tiempo Legend 10 Elite,Unisex,2.0,20 995.00
Nike,Tiempo Legend 10 Academy,Unisex,2.0,7 495.00
Nike,Mercurial Vapor 15 Academy,Unisex,3.0,7 995.00
Nike,Mercurial Vapor 15 Academy,Unisex,3.0,7 995.00
Nike,Lunar Gato II,Unisex,4.0,9 995.00
Nike,Lunar Gato II,Unisex,4.0,9 497.00
Nike,Lunar Gato II,Unisex,4.0,9 995.00
Nike,Phantom GX Club,Unisex,4.0,5 217.00
Nike,Phantom GX Club,Unisex,4.0,5 495.00
Nike,Phantom GX Club,Unisex,4.0,5 495.00
Nike,Tiempo Legend 10 Club,Unisex,2.0,4 995.00
Nike,Jordan Why Not .6 PF,Men,3.0,13 297.00
Nike,Jordan Why Not .6 PF,Men,3.0,13 297.00
Nike,Jordan Why Not .6 PF,Men,2.0,13 297.00
